id,delay_with_demand,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent_synergy,"""","{""id"" : 0,""delay_with_demand"" : 871340604.3,""station_0"" : ""Jackson Hts - Roosevelt Av_0"",""station_1"" : ""Queensboro Plaza_0"",""station_0_lat"" : 40.746644,""station_0_lon"" : -73.891338,""station_1_lat"" : 40.750582,""station_1_lon"" : -73.940202,""delay_0"" : 301205900.1,""delay_1"" : 241567386,""sum"" : 542773286.1,""synergy"" : 328567318.2},",,,,,,,,,,,
3533,314601584.3,Queensboro Plaza_0,57 St - 7 Av_0,251635172.7,68725914.64,320361087.3,-5759502.992,40.750582,-73.940202,40.764664,-73.980658,-1.797816033,"{""id"" : 3533,","""delay_with_demand"" : 314601584.322,","""station_0"" : ""Queensboro Plaza_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 251635172.674,","""delay_1"" : 68725914.6397,","""sum"" : 320361087.314,","""synergy"" : -5759502.9917,","""station_0_lat"" : 40.750582,","""station_0_lon"" : -73.940202,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -1.79781603315},"
3534,299949952.9,36 St_0,57 St - 7 Av_0,233420219.2,68725914.64,302146133.9,-2196180.979,40.655144,-74.003549,40.764664,-73.980658,-0.726860526,"{""id"" : 3534,","""delay_with_demand"" : 299949952.885,","""station_0"" : ""36 St_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 233420219.224,","""delay_1"" : 68725914.6397,","""sum"" : 302146133.864,","""synergy"" : -2196180.9787,","""station_0_lat"" : 40.655144,","""station_0_lon"" : -74.003549,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.726860526268},"
3535,266250299.6,161 St - Yankee Stadium_0,57 St - 7 Av_0,197887515,68725914.64,266613429.6,-363129.9977,40.82793467,-73.925711,40.764664,-73.980658,-0.13620094,"{""id"" : 3535,","""delay_with_demand"" : 266250299.644,","""station_0"" : ""161 St - Yankee Stadium_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 197887515.002,","""delay_1"" : 68725914.6397,","""sum"" : 266613429.642,","""synergy"" : -363129.9977,","""station_0_lat"" : 40.8279346667,","""station_0_lon"" : -73.925711,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.136200940136},"
3536,255186732.5,36 Av_0,57 St - 7 Av_0,191517800.1,68725914.64,260243714.7,-5056982.178,40.756804,-73.929575,40.764664,-73.980658,-1.943171685,"{""id"" : 3536,","""delay_with_demand"" : 255186732.548,","""station_0"" : ""36 Av_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 191517800.086,","""delay_1"" : 68725914.6397,","""sum"" : 260243714.726,","""synergy"" : -5056982.1777,","""station_0_lat"" : 40.756804,","""station_0_lon"" : -73.929575,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -1.94317168544},"
3537,260490228.7,Grant Av_0,57 St - 7 Av_0,192666263.7,68725914.64,261392178.3,-901949.5997,40.677044,-73.86505,40.764664,-73.980658,-0.345056078,"{""id"" : 3537,","""delay_with_demand"" : 260490228.742,","""station_0"" : ""Grant Av_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 192666263.702,","""delay_1"" : 68725914.6397,","""sum"" : 261392178.342,","""synergy"" : -901949.5997,","""station_0_lat"" : 40.677044,","""station_0_lon"" : -73.86505,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.34505607835},"
3538,248034907.5,80 St_0,57 St - 7 Av_0,180168726.1,68725914.64,248894640.7,-859733.2317,40.679371,-73.858992,40.764664,-73.980658,-0.345420548,"{""id"" : 3538,","""delay_with_demand"" : 248034907.472,","""station_0"" : ""80 St_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 180168726.064,","""delay_1"" : 68725914.6397,","""sum"" : 248894640.704,","""synergy"" : -859733.2317,","""station_0_lat"" : 40.679371,","""station_0_lon"" : -73.858992,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.345420547935},"
3539,231777816.2,Broadway_1,57 St - 7 Av_0,167599119.1,68725914.64,236325033.7,-4547217.539,40.76182,-73.925508,40.764664,-73.980658,-1.924137053,"{""id"" : 3539,","""delay_with_demand"" : 231777816.171,","""station_0"" : ""Broadway_1"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 167599119.07,","""delay_1"" : 68725914.6397,","""sum"" : 236325033.71,","""synergy"" : -4547217.5387,","""station_0_lat"" : 40.76182,","""station_0_lon"" : -73.925508,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -1.92413705282},"
3540,255288164.4,Prospect Park_0,57 St - 7 Av_0,188870531,68725914.64,257596445.6,-2308281.223,40.661614,-73.962246,40.764664,-73.980658,-0.896084268,"{""id"" : 3540,","""delay_with_demand"" : 255288164.38,","""station_0"" : ""Prospect Park_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 188870530.963,","""delay_1"" : 68725914.6397,","""sum"" : 257596445.603,","""synergy"" : -2308281.2227,","""station_0_lat"" : 40.661614,","""station_0_lon"" : -73.962246,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.896084267506},"
3541,228474012.7,88 St_0,57 St - 7 Av_0,160529869.8,68725914.64,229255784.4,-781771.6997,40.679843,-73.85147,40.764664,-73.980658,-0.341004133,"{""id"" : 3541,","""delay_with_demand"" : 228474012.729,","""station_0"" : ""88 St_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 160529869.789,","""delay_1"" : 68725914.6397,","""sum"" : 229255784.429,","""synergy"" : -781771.6997,","""station_0_lat"" : 40.679843,","""station_0_lon"" : -73.85147,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.34100413285},"
3542,170023434.5,72 St_2,57 St - 7 Av_0,108403102.1,68725914.64,177129016.7,-7105582.248,40.768799,-73.958424,40.764664,-73.980658,-4.011529212,"{""id"" : 3542,","""delay_with_demand"" : 170023434.462,","""station_0"" : ""72 St_2"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 108403102.07,","""delay_1"" : 68725914.6397,","""sum"" : 177129016.71,","""synergy"" : -7105582.2477,","""station_0_lat"" : 40.768799,","""station_0_lon"" : -73.958424,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -4.0115292117},"
3543,232197152.5,86 St_1,57 St - 7 Av_0,164172253.1,68725914.64,232898167.7,-701015.1817,40.779492,-73.955589,40.764664,-73.980658,-0.300996435,"{""id"" : 3543,","""delay_with_demand"" : 232197152.547,","""station_0"" : ""86 St_1"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 164172253.089,","""delay_1"" : 68725914.6397,","""sum"" : 232898167.729,","""synergy"" : -701015.1817,","""station_0_lat"" : 40.779492,","""station_0_lon"" : -73.955589,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.300996434852},"
3544,211161502.6,President St_0,57 St - 7 Av_0,143484676.6,68725914.64,212210591.2,-1049088.578,40.667883,-73.950683,40.764664,-73.980658,-0.494362026,"{""id"" : 3544,","""delay_with_demand"" : 211161502.63,","""station_0"" : ""President St_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 143484676.568,","""delay_1"" : 68725914.6397,","""sum"" : 212210591.208,","""synergy"" : -1049088.5777,","""station_0_lat"" : 40.667883,","""station_0_lon"" : -73.950683,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.49436202582},"
3545,200771628,Sterling St_0,57 St - 7 Av_0,133027782.4,68725914.64,201753697.1,-982069.0497,40.662742,-73.95085,40.764664,-73.980658,-0.486766321,"{""id"" : 3545,","""delay_with_demand"" : 200771628.022,","""station_0"" : ""Sterling St_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 133027782.432,","""delay_1"" : 68725914.6397,","""sum"" : 201753697.072,","""synergy"" : -982069.0497,","""station_0_lat"" : 40.662742,","""station_0_lon"" : -73.95085,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.486766321487},"
3546,215019762.3,Rockaway Blvd_0,57 St - 7 Av_0,146905299.2,68725914.64,215631213.9,-611451.5497,40.680429,-73.843853,40.764664,-73.980658,-0.283563561,"{""id"" : 3546,","""delay_with_demand"" : 215019762.305,","""station_0"" : ""Rockaway Blvd_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 146905299.215,","""delay_1"" : 68725914.6397,","""sum"" : 215631213.855,","""synergy"" : -611451.5497,","""station_0_lat"" : 40.680429,","""station_0_lon"" : -73.843853,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.283563561494},"
3547,201741302.6,30 Av_0,57 St - 7 Av_0,137043733,68725914.64,205769647.7,-4028345.021,40.766779,-73.921479,40.764664,-73.980658,-1.957696418,"{""id"" : 3547,","""delay_with_demand"" : 201741302.645,","""station_0"" : ""30 Av_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 137043733.026,","""delay_1"" : 68725914.6397,","""sum"" : 205769647.666,","""synergy"" : -4028345.0207,","""station_0_lat"" : 40.766779,","""station_0_lon"" : -73.921479,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -1.95769641752},"
3548,169065097.3,Flushing - Main St_0,57 St - 7 Av_0,102467186.8,68725914.64,171193101.4,-2128004.113,40.7596,-73.83003,40.764664,-73.980658,-1.243043146,"{""id"" : 3548,","""delay_with_demand"" : 169065097.293,","""station_0"" : ""Flushing - Main St_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 102467186.766,","""delay_1"" : 68725914.6397,","""sum"" : 171193101.406,","""synergy"" : -2128004.1127,","""station_0_lat"" : 40.7596,","""station_0_lon"" : -73.83003,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -1.24304314556},"
3549,147346843.6,42 St - Port Authority Bus Terminal_0,57 St - 7 Av_0,78941772.01,68725914.64,147667686.7,-320843.0153,40.757308,-73.989735,40.764664,-73.980658,-0.217273679,"{""id"" : 3549,","""delay_with_demand"" : 147346843.637,","""station_0"" : ""42 St - Port Authority Bus Terminal_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 78941772.0126,","""delay_1"" : 68725914.6397,","""sum"" : 147667686.652,","""synergy"" : -320843.0153,","""station_0_lat"" : 40.757308,","""station_0_lon"" : -73.989735,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.217273678876},"
3550,145524818.7,34 St - Penn Station_1,57 St - 7 Av_0,76982130.62,68725914.64,145708045.3,-183226.5894,40.752287,-73.993391,40.764664,-73.980658,-0.125749123,"{""id"" : 3550,","""delay_with_demand"" : 145524818.667,","""station_0"" : ""34 St - Penn Station_1"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 76982130.6167,","""delay_1"" : 68725914.6397,","""sum"" : 145708045.256,","""synergy"" : -183226.5894,","""station_0_lat"" : 40.752287,","""station_0_lon"" : -73.993391,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.12574912324},"
3551,130624873.9,86 St_4,57 St - 7 Av_0,66665551.51,68725914.64,135391466.1,-4766592.245,40.777891,-73.951787,40.764664,-73.980658,-3.520600212,"{""id"" : 3551,","""delay_with_demand"" : 130624873.904,","""station_0"" : ""86 St_4"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 66665551.5092,","""delay_1"" : 68725914.6397,","""sum"" : 135391466.149,","""synergy"" : -4766592.2449,","""station_0_lat"" : 40.777891,","""station_0_lon"" : -73.951787,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -3.52060021247},"
3552,107483155.5,Whitehall St_0,57 St - 7 Av_0,38805648,68725914.64,107531562.6,-48407.1145,40.703087,-74.012994,40.764664,-73.980658,-0.045016657,"{""id"" : 3552,","""delay_with_demand"" : 107483155.526,","""station_0"" : ""Whitehall St_0"",","""station_1"" : ""57 St - 7 Av_0"",","""delay_0"" : 38805648.0008,","""delay_1"" : 68725914.6397,","""sum"" : 107531562.64,","""synergy"" : -48407.1145,","""station_0_lat"" : 40.703087,","""station_0_lon"" : -74.012994,","""station_1_lat"" : 40.764664,","""station_1_lon"" : -73.980658,","""percent_synergy"" : -0.0450166567948},"
3553,380051881.4,Jackson Hts - Roosevelt Av_0,Canal St_2,315917299.6,66156570.77,382073870.4,-2021988.94,40.746644,-73.891338,40.720824,-74.005229,-0.529214138,"{""id"" : 3553,","""delay_with_demand"" : 380051881.41,","""station_0"" : ""Jackson Hts - Roosevelt Av_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 315917299.582,","""delay_1"" : 66156570.768,","""sum"" : 382073870.35,","""synergy"" : -2021988.94,","""station_0_lat"" : 40.746644,","""station_0_lon"" : -73.891338,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.529214138132},"
3554,189094658.6,Newkirk Plaza_0,Canal St_2,123750250.4,66156570.77,189906821.2,-812162.532,40.635082,-73.962793,40.720824,-74.005229,-0.427663697,"{""id"" : 3554,","""delay_with_demand"" : 189094658.639,","""station_0"" : ""Newkirk Plaza_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 123750250.403,","""delay_1"" : 66156570.768,","""sum"" : 189906821.171,","""synergy"" : -812162.532,","""station_0_lat"" : 40.635082,","""station_0_lon"" : -73.962793,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.427663696855},"
3555,105114484.5,Essex St_0,Canal St_2,38814251.23,66156570.77,104970822,143662.5095,40.718315,-73.987437,40.720824,-74.005229,0.136859469,"{""id"" : 3555,","""delay_with_demand"" : 105114484.504,","""station_0"" : ""Essex St_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 38814251.2265,","""delay_1"" : 66156570.768,","""sum"" : 104970821.994,","""synergy"" : 143662.5095,","""station_0_lat"" : 40.718315,","""station_0_lon"" : -73.987437,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : 0.136859468917},"
3556,133089292.9,Nostrand Av_1,Canal St_2,71000339.24,66156570.77,137156910,-4067617.127,40.680438,-73.950426,40.720824,-74.005229,-2.965666933,"{""id"" : 3556,","""delay_with_demand"" : 133089292.885,","""station_0"" : ""Nostrand Av_1"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 71000339.244,","""delay_1"" : 66156570.768,","""sum"" : 137156910.012,","""synergy"" : -4067617.127,","""station_0_lat"" : 40.680438,","""station_0_lon"" : -73.950426,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -2.96566693333},"
3557,77803355.81,25 St_0,Canal St_2,11718325.41,66156570.77,77874896.18,-71540.3654,40.660397,-73.998091,40.720824,-74.005229,-0.09186576,"{""id"" : 3557,","""delay_with_demand"" : 77803355.8117,","""station_0"" : ""25 St_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 11718325.4091,","""delay_1"" : 66156570.768,","""sum"" : 77874896.1771,","""synergy"" : -71540.3654,","""station_0_lat"" : 40.660397,","""station_0_lon"" : -73.998091,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.0918657602282},"
3558,388498498.5,Broadway Jct_0,Canal St_2,326405791.4,66156570.77,392562362.2,-4063863.668,40.678904,-73.9045792,40.720824,-74.005229,-1.035214799,"{""id"" : 3558,","""delay_with_demand"" : 388498498.499,","""station_0"" : ""Broadway Jct_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 326405791.399,","""delay_1"" : 66156570.768,","""sum"" : 392562362.167,","""synergy"" : -4063863.668,","""station_0_lat"" : 40.678904,","""station_0_lon"" : -73.9045792,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -1.03521479888},"
3559,341909853,Kew Gardens - Union Tpke_0,Canal St_2,278833714.3,66156570.77,344990285.1,-3080432.13,40.714441,-73.831008,40.720824,-74.005229,-0.892904022,"{""id"" : 3559,","""delay_with_demand"" : 341909852.984,","""station_0"" : ""Kew Gardens - Union Tpke_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 278833714.346,","""delay_1"" : 66156570.768,","""sum"" : 344990285.114,","""synergy"" : -3080432.13,","""station_0_lat"" : 40.714441,","""station_0_lon"" : -73.831008,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.892904021625},"
3560,205958470.3,34 St - Herald Sq_0,Canal St_2,140234090.5,66156570.77,206390661.3,-432191.002,40.749643,-73.9878865,40.720824,-74.005229,-0.20940434,"{""id"" : 3560,","""delay_with_demand"" : 205958470.299,","""station_0"" : ""34 St - Herald Sq_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 140234090.533,","""delay_1"" : 66156570.768,","""sum"" : 206390661.301,","""synergy"" : -432191.002,","""station_0_lat"" : 40.749643,","""station_0_lon"" : -73.9878865,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.209404339942},"
3561,144126143.6,Fulton St_0,Canal St_2,78639689.66,66156570.77,144796260.4,-670116.7925,40.70973533,-74.006908,40.720824,-74.005229,-0.462799792,"{""id"" : 3561,","""delay_with_demand"" : 144126143.632,","""station_0"" : ""Fulton St_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 78639689.6565,","""delay_1"" : 66156570.768,","""sum"" : 144796260.424,","""synergy"" : -670116.7925,","""station_0_lat"" : 40.7097353333,","""station_0_lon"" : -74.006908,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.462799792298},"
3562,126410971.1,Canal St_0,Canal St_2,59872507.09,66156570.77,126029077.9,381893.2522,40.718793,-74.00071278,40.720824,-74.005229,0.303019953,"{""id"" : 3562,","""delay_with_demand"" : 126410971.108,","""station_0"" : ""Canal St_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 59872507.0878,","""delay_1"" : 66156570.768,","""sum"" : 126029077.856,","""synergy"" : 381893.2522,","""station_0_lat"" : 40.718793,","""station_0_lon"" : -74.0007127778,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : 0.303019952774},"
3563,126270325.1,Court Sq_0,Canal St_2,60166735.76,66156570.77,126323306.5,-52981.4294,40.74731725,-73.945274,40.720824,-74.005229,-0.041941136,"{""id"" : 3563,","""delay_with_demand"" : 126270325.098,","""station_0"" : ""Court Sq_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 60166735.7594,","""delay_1"" : 66156570.768,","""sum"" : 126323306.527,","""synergy"" : -52981.4294,","""station_0_lat"" : 40.74731725,","""station_0_lon"" : -73.945274,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.041941135691},"
3564,270339043.2,Atlantic Av - Barclays Ctr_0,Canal St_2,202337824.5,66156570.77,268494395.3,1844647.886,40.68415044,-73.97787489,40.720824,-74.005229,0.687034038,"{""id"" : 3564,","""delay_with_demand"" : 270339043.197,","""station_0"" : ""Atlantic Av - Barclays Ctr_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 202337824.543,","""delay_1"" : 66156570.768,","""sum"" : 268494395.311,","""synergy"" : 1844647.886,","""station_0_lat"" : 40.6841504444,","""station_0_lon"" : -73.9778748889,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : 0.687034038034},"
3565,256057012.8,Grant Av_0,Canal St_2,192666263.7,66156570.77,258822834.5,-2765821.7,40.677044,-73.86505,40.720824,-74.005229,-1.068615799,"{""id"" : 3565,","""delay_with_demand"" : 256057012.77,","""station_0"" : ""Grant Av_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 192666263.702,","""delay_1"" : 66156570.768,","""sum"" : 258822834.47,","""synergy"" : -2765821.7,","""station_0_lat"" : 40.677044,","""station_0_lon"" : -73.86505,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -1.06861579878},"
3566,173575603.6,72 St_2,Canal St_2,108403102.1,66156570.77,174559672.8,-984069.254,40.768799,-73.958424,40.720824,-74.005229,-0.563743755,"{""id"" : 3566,","""delay_with_demand"" : 173575603.584,","""station_0"" : ""72 St_2"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 108403102.07,","""delay_1"" : 66156570.768,","""sum"" : 174559672.838,","""synergy"" : -984069.254,","""station_0_lat"" : 40.768799,","""station_0_lon"" : -73.958424,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.563743754787},"
3567,168058403.8,Flushing - Main St_0,Canal St_2,102467186.8,66156570.77,168623757.5,-565353.784,40.7596,-73.83003,40.720824,-74.005229,-0.335275285,"{""id"" : 3567,","""delay_with_demand"" : 168058403.75,","""station_0"" : ""Flushing - Main St_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 102467186.766,","""delay_1"" : 66156570.768,","""sum"" : 168623757.534,","""synergy"" : -565353.784,","""station_0_lat"" : 40.7596,","""station_0_lon"" : -73.83003,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.335275285208},"
3568,140963341.2,42 St - Port Authority Bus Terminal_0,Canal St_2,78941772.01,66156570.77,145098342.8,-4135001.598,40.757308,-73.989735,40.720824,-74.005229,-2.849792436,"{""id"" : 3568,","""delay_with_demand"" : 140963341.183,","""station_0"" : ""42 St - Port Authority Bus Terminal_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 78941772.0126,","""delay_1"" : 66156570.768,","""sum"" : 145098342.781,","""synergy"" : -4135001.5976,","""station_0_lat"" : 40.757308,","""station_0_lon"" : -73.989735,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -2.84979243619},"
3569,104960274,Whitehall St_0,Canal St_2,38805648,66156570.77,104962218.8,-1944.7568,40.703087,-74.012994,40.720824,-74.005229,-0.001852816,"{""id"" : 3569,","""delay_with_demand"" : 104960274.012,","""station_0"" : ""Whitehall St_0"",","""station_1"" : ""Canal St_2"",","""delay_0"" : 38805648.0008,","""delay_1"" : 66156570.768,","""sum"" : 104962218.769,","""synergy"" : -1944.75679998,","""station_0_lat"" : 40.703087,","""station_0_lon"" : -74.012994,","""station_1_lat"" : 40.720824,","""station_1_lon"" : -74.005229,","""percent_synergy"" : -0.00185281601589},"
3570,378202327.1,Jackson Hts - Roosevelt Av_0,Court Sq_0,315917299.6,60166735.76,376084035.3,2118291.75,40.746644,-73.891338,40.74731725,-73.945274,0.56324958,"{""id"" : 3570,","""delay_with_demand"" : 378202327.091,","""station_0"" : ""Jackson Hts - Roosevelt Av_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 315917299.582,","""delay_1"" : 60166735.7594,","""sum"" : 376084035.341,","""synergy"" : 2118291.7496,","""station_0_lat"" : 40.746644,","""station_0_lon"" : -73.891338,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : 0.563249580025},"
3571,184110669.3,Newkirk Plaza_0,Court Sq_0,123750250.4,60166735.76,183916986.2,193683.1386,40.635082,-73.962793,40.74731725,-73.945274,0.105310087,"{""id"" : 3571,","""delay_with_demand"" : 184110669.301,","""station_0"" : ""Newkirk Plaza_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 123750250.403,","""delay_1"" : 60166735.7594,","""sum"" : 183916986.162,","""synergy"" : 193683.1386,","""station_0_lat"" : 40.635082,","""station_0_lon"" : -73.962793,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : 0.105310087253},"
3572,99167339.03,Essex St_0,Court Sq_0,38814251.23,60166735.76,98980986.99,186352.0486,40.718315,-73.987437,40.74731725,-73.945274,0.18827055,"{""id"" : 3572,","""delay_with_demand"" : 99167339.0345,","""station_0"" : ""Essex St_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 38814251.2265,","""delay_1"" : 60166735.7594,","""sum"" : 98980986.9859,","""synergy"" : 186352.0486,","""station_0_lat"" : 40.718315,","""station_0_lon"" : -73.987437,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : 0.188270550006},"
3573,131935325.3,Nostrand Av_1,Court Sq_0,71000339.24,60166735.76,131167075,768250.2706,40.680438,-73.950426,40.74731725,-73.945274,0.585703593,"{""id"" : 3573,","""delay_with_demand"" : 131935325.274,","""station_0"" : ""Nostrand Av_1"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 71000339.244,","""delay_1"" : 60166735.7594,","""sum"" : 131167075.003,","""synergy"" : 768250.2706,","""station_0_lat"" : 40.680438,","""station_0_lon"" : -73.950426,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : 0.585703592598},"
3574,71870018.45,25 St_0,Court Sq_0,11718325.41,60166735.76,71885061.17,-15042.7191,40.660397,-73.998091,40.74731725,-73.945274,-0.020926071,"{""id"" : 3574,","""delay_with_demand"" : 71870018.4494,","""station_0"" : ""25 St_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 11718325.4091,","""delay_1"" : 60166735.7594,","""sum"" : 71885061.1685,","""synergy"" : -15042.7191,","""station_0_lat"" : 40.660397,","""station_0_lon"" : -73.998091,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -0.0209260712247},"
3575,385928320.6,Broadway Jct_0,Court Sq_0,326405791.4,60166735.76,386572527.2,-644206.5874,40.678904,-73.9045792,40.74731725,-73.945274,-0.166645724,"{""id"" : 3575,","""delay_with_demand"" : 385928320.571,","""station_0"" : ""Broadway Jct_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 326405791.399,","""delay_1"" : 60166735.7594,","""sum"" : 386572527.158,","""synergy"" : -644206.5874,","""station_0_lat"" : 40.678904,","""station_0_lon"" : -73.9045792,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -0.166645724189},"
3576,338883972.5,Kew Gardens - Union Tpke_0,Court Sq_0,278833714.3,60166735.76,339000450.1,-116477.5864,40.714441,-73.831008,40.74731725,-73.945274,-0.034359124,"{""id"" : 3576,","""delay_with_demand"" : 338883972.519,","""station_0"" : ""Kew Gardens - Union Tpke_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 278833714.346,","""delay_1"" : 60166735.7594,","""sum"" : 339000450.105,","""synergy"" : -116477.5864,","""station_0_lat"" : 40.714441,","""station_0_lon"" : -73.831008,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -0.0343591244094},"
