id,delay_with_demand,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent_synergy,"""","{""id"" : 0,""delay_with_demand"" : 871340604.3,""station_0"" : ""Jackson Hts - Roosevelt Av_0"",""station_1"" : ""Queensboro Plaza_0"",""station_0_lat"" : 40.746644,""station_0_lon"" : -73.891338,""station_1_lat"" : 40.750582,""station_1_lon"" : -73.940202,""delay_0"" : 301205900.1,""delay_1"" : 241567386,""sum"" : 542773286.1,""synergy"" : 328567318.2},",,,,,,,,,,,
32,316625335.4,Canal St_2,Queensboro Plaza_0,66156570.77,251635172.7,317791743.4,-1166407.995,40.720824,-74.005229,40.750582,-73.940202,-0.367035337,"{""id"" : 32,","""delay_with_demand"" : 316625335.447,","""station_0"" : ""Canal St_2"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 66156570.768,","""delay_1"" : 251635172.674,","""sum"" : 317791743.442,","""synergy"" : -1166407.995,","""station_0_lat"" : 40.720824,","""station_0_lon"" : -74.005229,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.367035336528},"
33,313779796.8,Utica Av_0,Queensboro Plaza_0,62383820.45,251635172.7,314018993.1,-239196.2805,40.679364,-73.930729,40.750582,-73.940202,-0.076172552,"{""id"" : 33,","""delay_with_demand"" : 313779796.846,","""station_0"" : ""Utica Av_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 62383820.4525,","""delay_1"" : 251635172.674,","""sum"" : 314018993.127,","""synergy"" : -239196.2805,","""station_0_lat"" : 40.679364,","""station_0_lon"" : -73.930729,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.0761725518952},"
34,309782626.9,Canal St_0,Queensboro Plaza_0,59872507.09,251635172.7,311507679.8,-1725052.813,40.718793,-74.00071278,40.750582,-73.940202,-0.553775372,"{""id"" : 34,","""delay_with_demand"" : 309782626.949,","""station_0"" : ""Canal St_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 59872507.0878,","""delay_1"" : 251635172.674,","""sum"" : 311507679.762,","""synergy"" : -1725052.8128,","""station_0_lat"" : 40.718793,","""station_0_lon"" : -74.0007127778,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.553775372125},"
35,307834621.6,DeKalb Av_0,Queensboro Plaza_0,56599245.54,251635172.7,308234418.2,-399796.6273,40.690635,-73.981824,40.750582,-73.940202,-0.129705381,"{""id"" : 35,","""delay_with_demand"" : 307834621.582,","""station_0"" : ""DeKalb Av_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 56599245.5353,","""delay_1"" : 251635172.674,","""sum"" : 308234418.209,","""synergy"" : -399796.6273,","""station_0_lat"" : 40.690635,","""station_0_lon"" : -73.981824,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.129705381256},"
36,303110554.7,Court Sq_0,Queensboro Plaza_0,60166735.76,251635172.7,311801908.4,-8691353.737,40.74731725,-73.945274,40.750582,-73.940202,-2.787460084,"{""id"" : 36,","""delay_with_demand"" : 303110554.696,","""station_0"" : ""Court Sq_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 60166735.7594,","""delay_1"" : 251635172.674,","""sum"" : 311801908.433,","""synergy"" : -8691353.7374,","""station_0_lat"" : 40.74731725,","""station_0_lon"" : -73.945274,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -2.78746008357},"
37,304596055.6,Crown Hts - Utica Av_0,Queensboro Plaza_0,53269044.18,251635172.7,304904216.9,-308161.2595,40.668897,-73.932942,40.750582,-73.940202,-0.101068218,"{""id"" : 37,","""delay_with_demand"" : 304596055.596,","""station_0"" : ""Crown Hts - Utica Av_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 53269044.1815,","""delay_1"" : 251635172.674,","""sum"" : 304904216.856,","""synergy"" : -308161.2595,","""station_0_lat"" : 40.668897,","""station_0_lon"" : -73.932942,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.101068218301},"
38,303305582.1,Borough Hall_0,Queensboro Plaza_0,52166898,251635172.7,303802070.7,-496488.6116,40.69273,-73.9900898,40.750582,-73.940202,-0.163425026,"{""id"" : 38,","""delay_with_demand"" : 303305582.062,","""station_0"" : ""Borough Hall_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 52166897.9996,","""delay_1"" : 251635172.674,","""sum"" : 303802070.674,","""synergy"" : -496488.6116,","""station_0_lat"" : 40.69273,","""station_0_lon"" : -73.9900898,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.163425025543},"
39,280062190.1,Pennsylvania Av_0,Queensboro Plaza_0,28590212.66,251635172.7,280225385.3,-163195.2005,40.664635,-73.894895,40.750582,-73.940202,-0.058237122,"{""id"" : 39,","""delay_with_demand"" : 280062190.132,","""station_0"" : ""Pennsylvania Av_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 28590212.6585,","""delay_1"" : 251635172.674,","""sum"" : 280225385.333,","""synergy"" : -163195.2005,","""station_0_lat"" : 40.664635,","""station_0_lon"" : -73.894895,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.0582371223458},"
40,276535263.1,Rector St_0,Queensboro Plaza_0,25470415.57,251635172.7,277105588.2,-570325.1315,40.7073372,-74.0135184,40.750582,-73.940202,-0.205815096,"{""id"" : 40,","""delay_with_demand"" : 276535263.111,","""station_0"" : ""Rector St_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 25470415.5685,","""delay_1"" : 251635172.674,","""sum"" : 277105588.243,","""synergy"" : -570325.1315,","""station_0_lat"" : 40.7073372,","""station_0_lon"" : -74.0135184,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.205815095653},"
41,271620085.8,Prospect Av_1,Queensboro Plaza_0,20019529.5,251635172.7,271654702.2,-34616.4066,40.665414,-73.992872,40.750582,-73.940202,-0.012742797,"{""id"" : 41,","""delay_with_demand"" : 271620085.768,","""station_0"" : ""Prospect Av_1"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 20019529.5006,","""delay_1"" : 251635172.674,","""sum"" : 271654702.175,","""synergy"" : -34616.4066,","""station_0_lat"" : 40.665414,","""station_0_lon"" : -73.992872,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.0127427967648},"
42,271007680.4,Van Siclen Av_0,Queensboro Plaza_0,19469584.48,251635172.7,271104757.2,-97076.7228,40.665449,-73.889395,40.750582,-73.940202,-0.035807827,"{""id"" : 42,","""delay_with_demand"" : 271007680.433,","""station_0"" : ""Van Siclen Av_0"",","""station_1"" : ""Queensboro Plaza_0"",","""delay_0"" : 19469584.4818,","""delay_1"" : 251635172.674,","""sum"" : 271104757.156,","""synergy"" : -97076.7228001,","""station_0_lat"" : 40.665449,","""station_0_lon"" : -73.889395,","""station_1_lat"" : 40.750582,","""station_1_lon"" : -73.940202,","""percent_synergy"" : -0.0358078271361},"
43,668479060.1,Jackson Hts - Roosevelt Av_0,Woodside - 61 St_0,315917299.6,47859069.78,363776369.4,304702690.8,40.746644,-73.891338,40.74563,-73.902984,83.76099066,"{""id"" : 43,","""delay_with_demand"" : 668479060.125,","""station_0"" : ""Jackson Hts - Roosevelt Av_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 315917299.582,","""delay_1"" : 47859069.7782,","""sum"" : 363776369.36,","""synergy"" : 304702690.765,","""station_0_lat"" : 40.746644,","""station_0_lon"" : -73.891338,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : 83.7609906605},"
44,303370570.1,125 St_2,Woodside - 61 St_0,256294926.7,47859069.78,304153996.5,-783426.4032,40.804138,-73.937594,40.74563,-73.902984,-0.257575574,"{""id"" : 44,","""delay_with_demand"" : 303370570.104,","""station_0"" : ""125 St_2"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 256294926.729,","""delay_1"" : 47859069.7782,","""sum"" : 304153996.507,","""synergy"" : -783426.4032,","""station_0_lat"" : 40.804138,","""station_0_lon"" : -73.937594,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.25757557428},"
45,171634707,Newkirk Plaza_0,Woodside - 61 St_0,123750250.4,47859069.78,171609320.2,25386.8078,40.635082,-73.962793,40.74563,-73.902984,0.014793374,"{""id"" : 45,","""delay_with_demand"" : 171634706.989,","""station_0"" : ""Newkirk Plaza_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 123750250.403,","""delay_1"" : 47859069.7782,","""sum"" : 171609320.181,","""synergy"" : 25386.8078,","""station_0_lat"" : 40.635082,","""station_0_lon"" : -73.962793,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : 0.0147933735611},"
46,86616577.73,Essex St_0,Woodside - 61 St_0,38814251.23,47859069.78,86673321,-56743.2703,40.718315,-73.987437,40.74563,-73.902984,-0.065467978,"{""id"" : 46,","""delay_with_demand"" : 86616577.7344,","""station_0"" : ""Essex St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 38814251.2265,","""delay_1"" : 47859069.7782,","""sum"" : 86673321.0047,","""synergy"" : -56743.2703,","""station_0_lat"" : 40.718315,","""station_0_lon"" : -73.987437,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.0654679775071},"
47,118850707.5,Nostrand Av_1,Woodside - 61 St_0,71000339.24,47859069.78,118859409,-8701.5422,40.680438,-73.950426,40.74563,-73.902984,-0.007320869,"{""id"" : 47,","""delay_with_demand"" : 118850707.48,","""station_0"" : ""Nostrand Av_1"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 71000339.244,","""delay_1"" : 47859069.7782,","""sum"" : 118859409.022,","""synergy"" : -8701.5422,","""station_0_lat"" : 40.680438,","""station_0_lon"" : -73.950426,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.00732086948066},"
48,59559316.23,25 St_0,Woodside - 61 St_0,11718325.41,47859069.78,59577395.19,-18078.9551,40.660397,-73.998091,40.74563,-73.902984,-0.030345327,"{""id"" : 48,","""delay_with_demand"" : 59559316.2322,","""station_0"" : ""25 St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 11718325.4091,","""delay_1"" : 47859069.7782,","""sum"" : 59577395.1873,","""synergy"" : -18078.9551,","""station_0_lat"" : 40.660397,","""station_0_lon"" : -73.998091,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.0303453265172},"
49,373523846.4,Broadway Jct_0,Woodside - 61 St_0,326405791.4,47859069.78,374264861.2,-741014.7992,40.678904,-73.9045792,40.74563,-73.902984,-0.197992084,"{""id"" : 49,","""delay_with_demand"" : 373523846.378,","""station_0"" : ""Broadway Jct_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 326405791.399,","""delay_1"" : 47859069.7782,","""sum"" : 374264861.177,","""synergy"" : -741014.7992,","""station_0_lat"" : 40.678904,","""station_0_lon"" : -73.9045792,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.197992084234},"
50,131300045.5,145 St_0,Woodside - 61 St_0,83423715.57,47859069.78,131282785.4,17260.1295,40.824783,-73.944216,40.74563,-73.902984,0.013147291,"{""id"" : 50,","""delay_with_demand"" : 131300045.479,","""station_0"" : ""145 St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 83423715.5713,","""delay_1"" : 47859069.7782,","""sum"" : 131282785.35,","""synergy"" : 17260.1295,","""station_0_lat"" : 40.824783,","""station_0_lon"" : -73.944216,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : 0.0131472907541},"
51,299321935.2,Junction Blvd_0,Woodside - 61 St_0,269649748.4,47859069.78,317508818.1,-18186882.89,40.749145,-73.869527,40.74563,-73.902984,-5.727993004,"{""id"" : 51,","""delay_with_demand"" : 299321935.247,","""station_0"" : ""Junction Blvd_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 269649748.36,","""delay_1"" : 47859069.7782,","""sum"" : 317508818.138,","""synergy"" : -18186882.8912,","""station_0_lat"" : 40.749145,","""station_0_lon"" : -73.869527,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -5.72799300437},"
52,325652000.2,Kew Gardens - Union Tpke_0,Woodside - 61 St_0,278833714.3,47859069.78,326692784.1,-1040783.876,40.714441,-73.831008,40.74563,-73.902984,-0.318581838,"{""id"" : 52,","""delay_with_demand"" : 325652000.248,","""station_0"" : ""Kew Gardens - Union Tpke_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 278833714.346,","""delay_1"" : 47859069.7782,","""sum"" : 326692784.124,","""synergy"" : -1040783.8762,","""station_0_lat"" : 40.714441,","""station_0_lon"" : -73.831008,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.318581837977},"
53,269022731,3 Av - 149 St_0,Woodside - 61 St_0,221492451.1,47859069.78,269351520.9,-328789.8082,40.816109,-73.917757,40.74563,-73.902984,-0.122067181,"{""id"" : 53,","""delay_with_demand"" : 269022731.043,","""station_0"" : ""3 Av - 149 St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 221492451.073,","""delay_1"" : 47859069.7782,","""sum"" : 269351520.851,","""synergy"" : -328789.8082,","""station_0_lat"" : 40.816109,","""station_0_lon"" : -73.917757,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.122067180895},"
54,190339866.5,Times Sq - 42 St_0,Woodside - 61 St_0,145182887.8,47859069.78,193041957.6,-2702091.086,40.7551308,-73.9870916,40.74563,-73.902984,-1.399742895,"{""id"" : 54,","""delay_with_demand"" : 190339866.521,","""station_0"" : ""Times Sq - 42 St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 145182887.829,","""delay_1"" : 47859069.7782,","""sum"" : 193041957.607,","""synergy"" : -2702091.0862,","""station_0_lat"" : 40.7551308,","""station_0_lon"" : -73.9870916,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -1.39974289512},"
55,64435829.55,Coney Island - Stillwell Av_0,Woodside - 61 St_0,16577467.28,47859069.78,64436537.06,-707.5071,40.577422,-73.981233,40.74563,-73.902984,-0.001097991,"{""id"" : 55,","""delay_with_demand"" : 64435829.5549,","""station_0"" : ""Coney Island - Stillwell Av_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 16577467.2838,","""delay_1"" : 47859069.7782,","""sum"" : 64436537.062,","""synergy"" : -707.507100001,","""station_0_lat"" : 40.577422,","""station_0_lon"" : -73.981233,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.00109799056911},"
56,188984709.4,34 St - Herald Sq_0,Woodside - 61 St_0,140234090.5,47859069.78,188093160.3,891549.0738,40.749643,-73.9878865,40.74563,-73.902984,0.473993351,"{""id"" : 56,","""delay_with_demand"" : 188984709.385,","""station_0"" : ""34 St - Herald Sq_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 140234090.533,","""delay_1"" : 47859069.7782,","""sum"" : 188093160.311,","""synergy"" : 891549.0738,","""station_0_lat"" : 40.749643,","""station_0_lon"" : -73.9878865,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : 0.473993351127},"
57,124042789.3,125 St_3,Woodside - 61 St_0,76107032.31,47859069.78,123966102.1,76687.1724,40.811109,-73.952343,40.74563,-73.902984,0.061861405,"{""id"" : 57,","""delay_with_demand"" : 124042789.258,","""station_0"" : ""125 St_3"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 76107032.3074,","""delay_1"" : 47859069.7782,","""sum"" : 123966102.086,","""synergy"" : 76687.1724,","""station_0_lat"" : 40.811109,","""station_0_lon"" : -73.952343,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : 0.0618614049404},"
58,121819919.1,96 St_0,Woodside - 61 St_0,74171566.44,47859069.78,122030636.2,-210717.0898,40.793919,-73.972323,40.74563,-73.902984,-0.172675564,"{""id"" : 58,","""delay_with_demand"" : 121819919.132,","""station_0"" : ""96 St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 74171566.4436,","""delay_1"" : 47859069.7782,","""sum"" : 122030636.222,","""synergy"" : -210717.0898,","""station_0_lat"" : 40.793919,","""station_0_lon"" : -73.972323,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.17267556437},"
59,136068176,Fulton St_1,Woodside - 61 St_0,89515357.07,47859069.78,137374426.8,-1306250.867,40.7102996,-74.0087818,40.74563,-73.902984,-0.950869021,"{""id"" : 59,","""delay_with_demand"" : 136068175.978,","""station_0"" : ""Fulton St_1"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 89515357.0672,","""delay_1"" : 47859069.7782,","""sum"" : 137374426.845,","""synergy"" : -1306250.8674,","""station_0_lat"" : 40.7102996,","""station_0_lon"" : -74.0087818,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.950869020819},"
60,132138095.4,Kings Hwy_0,Woodside - 61 St_0,84282687.38,47859069.78,132141757.2,-3661.805,40.60867,-73.957734,40.74563,-73.902984,-0.002771119,"{""id"" : 60,","""delay_with_demand"" : 132138095.358,","""station_0"" : ""Kings Hwy_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 84282687.3848,","""delay_1"" : 47859069.7782,","""sum"" : 132141757.163,","""synergy"" : -3661.80500001,","""station_0_lat"" : 40.60867,","""station_0_lon"" : -73.957734,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.00277111874295},"
61,129009248.1,Hoyt - Schermerhorn Sts_0,Woodside - 61 St_0,81539629.5,47859069.78,129398699.3,-389451.1323,40.688484,-73.985001,40.74563,-73.902984,-0.300969897,"{""id"" : 61,","""delay_with_demand"" : 129009248.147,","""station_0"" : ""Hoyt - Schermerhorn Sts_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 81539629.5011,","""delay_1"" : 47859069.7782,","""sum"" : 129398699.279,","""synergy"" : -389451.1323,","""station_0_lat"" : 40.688484,","""station_0_lon"" : -73.985001,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.300969897278},"
62,127561368.4,34 St - Penn Station_0,Woodside - 61 St_0,81124382.45,47859069.78,128983452.2,-1422083.862,40.750373,-73.991057,40.74563,-73.902984,-1.10253202,"{""id"" : 62,","""delay_with_demand"" : 127561368.363,","""station_0"" : ""34 St - Penn Station_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 81124382.4464,","""delay_1"" : 47859069.7782,","""sum"" : 128983452.225,","""synergy"" : -1422083.8616,","""station_0_lat"" : 40.750373,","""station_0_lon"" : -73.991057,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -1.10253202025},"
63,125890672.2,Fulton St_0,Woodside - 61 St_0,78639689.66,47859069.78,126498759.4,-608087.2597,40.70973533,-74.006908,40.74563,-73.902984,-0.480706105,"{""id"" : 63,","""delay_with_demand"" : 125890672.175,","""station_0"" : ""Fulton St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 78639689.6565,","""delay_1"" : 47859069.7782,","""sum"" : 126498759.435,","""synergy"" : -608087.2597,","""station_0_lat"" : 40.7097353333,","""station_0_lon"" : -74.006908,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.480706105275},"
64,125000896.8,W 4 St_0,Woodside - 61 St_0,76243580.24,47859069.78,124102650,898246.8294,40.732338,-74.000495,40.74563,-73.902984,0.723793432,"{""id"" : 64,","""delay_with_demand"" : 125000896.847,","""station_0"" : ""W 4 St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 76243580.2394,","""delay_1"" : 47859069.7782,","""sum"" : 124102650.018,","""synergy"" : 898246.8294,","""station_0_lat"" : 40.732338,","""station_0_lon"" : -74.000495,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : 0.723793431706},"
65,118092577.4,Broadway-Lafayette St_0,Woodside - 61 St_0,69833172.71,47859069.78,117692242.5,400334.9204,40.725297,-73.996204,40.74563,-73.902984,0.340154042,"{""id"" : 65,","""delay_with_demand"" : 118092577.406,","""station_0"" : ""Broadway-Lafayette St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 69833172.7074,","""delay_1"" : 47859069.7782,","""sum"" : 117692242.486,","""synergy"" : 400334.9204,","""station_0_lat"" : 40.725297,","""station_0_lon"" : -73.996204,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : 0.340154042395},"
66,113951971.1,Canal St_2,Woodside - 61 St_0,66156570.77,47859069.78,114015640.5,-63669.4022,40.720824,-74.005229,40.74563,-73.902984,-0.055842691,"{""id"" : 66,","""delay_with_demand"" : 113951971.144,","""station_0"" : ""Canal St_2"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 66156570.768,","""delay_1"" : 47859069.7782,","""sum"" : 114015640.546,","""synergy"" : -63669.4022,","""station_0_lat"" : 40.720824,","""station_0_lon"" : -74.005229,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.0558426913141},"
67,110241385.5,Utica Av_0,Woodside - 61 St_0,62383820.45,47859069.78,110242890.2,-1504.7267,40.679364,-73.930729,40.74563,-73.902984,-0.001364919,"{""id"" : 67,","""delay_with_demand"" : 110241385.504,","""station_0"" : ""Utica Av_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 62383820.4525,","""delay_1"" : 47859069.7782,","""sum"" : 110242890.231,","""synergy"" : -1504.72670001,","""station_0_lat"" : 40.679364,","""station_0_lon"" : -73.930729,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.00136491949445},"
68,107430222.7,Canal St_0,Woodside - 61 St_0,59872507.09,47859069.78,107731576.9,-301354.197,40.718793,-74.00071278,40.74563,-73.902984,-0.279726897,"{""id"" : 68,","""delay_with_demand"" : 107430222.669,","""station_0"" : ""Canal St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 59872507.0878,","""delay_1"" : 47859069.7782,","""sum"" : 107731576.866,","""synergy"" : -301354.197,","""station_0_lat"" : 40.718793,","""station_0_lon"" : -74.0007127778,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.279726896948},"
69,104392178.8,DeKalb Av_0,Woodside - 61 St_0,56599245.54,47859069.78,104458315.3,-66136.4645,40.690635,-73.981824,40.74563,-73.902984,-0.063313738,"{""id"" : 69,","""delay_with_demand"" : 104392178.849,","""station_0"" : ""DeKalb Av_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 56599245.5353,","""delay_1"" : 47859069.7782,","""sum"" : 104458315.314,","""synergy"" : -66136.4645,","""station_0_lat"" : 40.690635,","""station_0_lon"" : -73.981824,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.0633137384051},"
70,113817090.8,Court Sq_0,Woodside - 61 St_0,60166735.76,47859069.78,108025805.5,5791285.286,40.74731725,-73.945274,40.74563,-73.902984,5.361020228,"{""id"" : 70,","""delay_with_demand"" : 113817090.824,","""station_0"" : ""Court Sq_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 60166735.7594,","""delay_1"" : 47859069.7782,","""sum"" : 108025805.538,","""synergy"" : 5791285.2864,","""station_0_lat"" : 40.74731725,","""station_0_lon"" : -73.945274,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : 5.36102022806},"
71,101111099.4,Crown Hts - Utica Av_0,Woodside - 61 St_0,53269044.18,47859069.78,101128114,-17014.5547,40.668897,-73.932942,40.74563,-73.902984,-0.016824752,"{""id"" : 71,","""delay_with_demand"" : 101111099.405,","""station_0"" : ""Crown Hts - Utica Av_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 53269044.1815,","""delay_1"" : 47859069.7782,","""sum"" : 101128113.96,","""synergy"" : -17014.5547,","""station_0_lat"" : 40.668897,","""station_0_lon"" : -73.932942,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.0168247523204},"
72,99893057.97,Borough Hall_0,Woodside - 61 St_0,52166898,47859069.78,100025967.8,-132909.8092,40.69273,-73.9900898,40.74563,-73.902984,-0.132875304,"{""id"" : 72,","""delay_with_demand"" : 99893057.9686,","""station_0"" : ""Borough Hall_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 52166897.9996,","""delay_1"" : 47859069.7782,","""sum"" : 100025967.778,","""synergy"" : -132909.8092,","""station_0_lat"" : 40.69273,","""station_0_lon"" : -73.9900898,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.132875304436},"
73,76448720.43,Pennsylvania Av_0,Woodside - 61 St_0,28590212.66,47859069.78,76449282.44,-562.0058,40.664635,-73.894895,40.74563,-73.902984,-0.000735135,"{""id"" : 73,","""delay_with_demand"" : 76448720.4309,","""station_0"" : ""Pennsylvania Av_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 28590212.6585,","""delay_1"" : 47859069.7782,","""sum"" : 76449282.4367,","""synergy"" : -562.005800009,","""station_0_lat"" : 40.664635,","""station_0_lon"" : -73.894895,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.000735135480799},"
74,73166966.97,Rector St_0,Woodside - 61 St_0,25470415.57,47859069.78,73329485.35,-162518.3747,40.7073372,-74.0135184,40.74563,-73.902984,-0.221627595,"{""id"" : 74,","""delay_with_demand"" : 73166966.972,","""station_0"" : ""Rector St_0"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 25470415.5685,","""delay_1"" : 47859069.7782,","""sum"" : 73329485.3467,","""synergy"" : -162518.3747,","""station_0_lat"" : 40.7073372,","""station_0_lon"" : -74.0135184,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.221627594864},"
75,67842017.91,Prospect Av_1,Woodside - 61 St_0,20019529.5,47859069.78,67878599.28,-36581.3659,40.665414,-73.992872,40.74563,-73.902984,-0.053892341,"{""id"" : 75,","""delay_with_demand"" : 67842017.9129,","""station_0"" : ""Prospect Av_1"",","""station_1"" : ""Woodside - 61 St_0"",","""delay_0"" : 20019529.5006,","""delay_1"" : 47859069.7782,","""sum"" : 67878599.2788,","""synergy"" : -36581.3659,","""station_0_lat"" : 40.665414,","""station_0_lon"" : -73.992872,","""station_1_lat"" : 40.74563,","""station_1_lon"" : -73.902984,","""percent_synergy"" : -0.0538923405737},"
